,Campaign,Campaign ID,Site (DCM),Month,Platform,Placement,Creative Type,Impressions,Clicks,Publisher,Cost,Estimate code
1510,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MOB_NON,24943207,Canvas Programmatic,2021-06-01,DCM,SOU_MOB_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,1799,4,DCM,0.45,75852.0
1511,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MOB_NON,24943207,Canvas Programmatic,2021-06-01,DCM,SOU_MOB_HYU_CRP_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,44275,82,DCM,11.07,75852.0
1512,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MOB_NON,24943207,Canvas Programmatic,2021-06-01,DCM,SOU_MOB_HYU_CTV_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,25838,0,DCM,6.46,75852.0
1513,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MOB_NON,24943207,Canvas Programmatic,2021-06-01,DCM,SOU_MOB_HYU_CTV_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,25804,0,DCM,6.45,75852.0
1514,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MOB_NON,24943207,Canvas Programmatic,2021-06-01,DCM,SOU_MOB_HYU_CTV_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,84545,1,DCM,21.14,75852.0
1515,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_ORL_NON,24941413,Canvas Programmatic,2021-06-01,DCM,SOU_ORL_HYU_CRP_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,3374,4,DCM,0.84,75854.0
1516,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_ORL_NON,24941413,Canvas Programmatic,2021-06-01,DCM,SOU_ORL_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,1684,2,DCM,0.42,75854.0
1517,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_ORL_NON,24941413,Canvas Programmatic,2021-06-01,DCM,SOU_ORL_HYU_CRP_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,44198,121,DCM,11.05,75854.0
1518,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_ORL_NON,24941413,Canvas Programmatic,2021-06-01,DCM,SOU_ORL_HYU_CTV_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,91870,0,DCM,22.97,75854.0
1519,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_ORL_NON,24941413,Canvas Programmatic,2021-06-01,DCM,SOU_ORL_HYU_CTV_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumCTV-:15-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,1,0,DCM,0.00,75854.0
1520,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_ORL_NON,24941413,Canvas Programmatic,2021-06-01,DCM,SOU_ORL_HYU_CTV_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,89538,0,DCM,22.38,75854.0
1521,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_ORL_NON,24941413,Canvas Programmatic,2021-06-01,DCM,SOU_ORL_HYU_CTV_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,232107,0,DCM,58.03,75854.0
1522,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_NAS_NON,24942598,Canvas Programmatic,2021-06-01,DCM,SOU_NAS_HYU_CRP_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,5340,4,DCM,1.33,75856.0
1523,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_NAS_NON,24942598,Canvas Programmatic,2021-06-01,DCM,SOU_NAS_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,3368,8,DCM,0.84,75856.0
1524,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_NAS_NON,24942598,Canvas Programmatic,2021-06-01,DCM,SOU_NAS_HYU_CRP_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,131521,249,DCM,32.88,75856.0
1525,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_NAS_NON,24942598,Canvas Programmatic,2021-06-01,DCM,SOU_NAS_HYU_CTV_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,96148,1,DCM,24.04,75856.0
1526,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_NAS_NON,24942598,Canvas Programmatic,2021-06-01,DCM,SOU_NAS_HYU_CTV_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,91893,1,DCM,22.97,75856.0
1527,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_NAS_NON,24942598,Canvas Programmatic,2021-06-01,DCM,SOU_NAS_HYU_CTV_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,278829,3,DCM,69.71,75856.0
1528,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_TAM_NON,24942895,Canvas Programmatic,2021-06-01,DCM,SOU_TAM_HYU_CRP_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,7935,18,DCM,1.98,75858.0
1529,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_TAM_NON,24942895,Canvas Programmatic,2021-06-01,DCM,SOU_TAM_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumFEP-:15-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,1,0,DCM,0.00,75858.0
1530,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_TAM_NON,24942895,Canvas Programmatic,2021-06-01,DCM,SOU_TAM_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,5784,8,DCM,1.45,75858.0
1531,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_TAM_NON,24942895,Canvas Programmatic,2021-06-01,DCM,SOU_TAM_HYU_CRP_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,44052,68,DCM,11.01,75858.0
1532,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_TAM_NON,24942895,Canvas Programmatic,2021-06-01,DCM,SOU_TAM_HYU_CTV_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,34537,0,DCM,8.63,75858.0
1533,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_TAM_NON,24942895,Canvas Programmatic,2021-06-01,DCM,SOU_TAM_HYU_CTV_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,34947,0,DCM,8.74,75858.0
1534,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_TAM_NON,24942895,Canvas Programmatic,2021-06-01,DCM,SOU_TAM_HYU_CTV_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,90643,0,DCM,22.66,75858.0
1535,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_WPB_NON,24973226,Canvas Programmatic,2021-06-01,DCM,SOU_WPB_HYU_CRP_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumFEP-:15-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,1,0,DCM,0.00,75860.0
1536,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_WPB_NON,24973226,Canvas Programmatic,2021-06-01,DCM,SOU_WPB_HYU_CRP_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,2179,5,DCM,0.54,75860.0
1537,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_WPB_NON,24973226,Canvas Programmatic,2021-06-01,DCM,SOU_WPB_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,2178,6,DCM,0.54,75860.0
1538,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_WPB_NON,24973226,Canvas Programmatic,2021-06-01,DCM,SOU_WPB_HYU_CRP_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,17057,33,DCM,4.26,75860.0
1539,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_WPB_NON,24973226,Canvas Programmatic,2021-06-01,DCM,SOU_WPB_HYU_CTV_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,13301,0,DCM,3.33,75860.0
1540,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_WPB_NON,24973226,Canvas Programmatic,2021-06-01,DCM,SOU_WPB_HYU_CTV_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,12914,0,DCM,3.23,75860.0
1541,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_WPB_NON,24973226,Canvas Programmatic,2021-06-01,DCM,SOU_WPB_HYU_CTV_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,33705,2,DCM,8.43,75860.0
1542,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MIA_HSP,24940189,Canvas Programmatic,2021-06-01,DCM,SOU_MIA_HYU_CRP_CRC_HYU_RMR_P2+++_HSP_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,2861,5,DCM,0.72,75862.0
1543,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MIA_HSP,24940189,Canvas Programmatic,2021-06-01,DCM,SOU_MIA_HYU_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,2208,10,DCM,0.55,75862.0
1544,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MIA_HSP,24940189,Canvas Programmatic,2021-06-01,DCM,SOU_MIA_HYU_CRP_CRC_NON_DMT_A2554_HSP_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,8559,19,DCM,2.14,75862.0
1545,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MIA_HSP,24940189,Canvas Programmatic,2021-06-01,DCM,SOU_MIA_HYU_CTV_CRC_HYU_RMR_P2+++_HSP_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,7623,2,DCM,1.91,75862.0
1546,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MIA_HSP,24940189,Canvas Programmatic,2021-06-01,DCM,SOU_MIA_HYU_CTV_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,7655,2,DCM,1.91,75862.0
1547,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_SOU_MIA_HSP,24940189,Canvas Programmatic,2021-06-01,DCM,SOU_MIA_HYU_CTV_CRC_NON_DMT_A2554_HSP_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,17842,0,DCM,4.46,75862.0
1548,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|DigitalKey-:15-@5.23@13287101505@A4EDkCBP_jo@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,6357112,7940,DCM,222.50,75886.0
1549,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|DigitalKey-:30-@5.23@13287101505@GneREOP153M@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,84136,68,DCM,2.94,75886.0
1550,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|Infotainment-:15-@6.14@13287101505@CjgivExFfQg@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,1373469,1114,DCM,48.07,75886.0
1551,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|Infotainment-:30-@6.14@13287101505@_aI9OcaE3EU@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,94828,75,DCM,3.32,75886.0
1552,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|MultiFeature-:15-@5.23@13287101505@rZLBzcZ9-Z4@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,2771169,2658,DCM,96.99,75886.0
1553,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|MultiFeature-:30-@5.23@13287101505@zzevwrzY9jk@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,222982,200,DCM,7.80,75886.0
1554,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|QuestionsEverythingA-:30-@5.1@13287101505@Td-GcyJ3MdM@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,202284,205,DCM,7.08,75886.0
1555,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|QuestionsEverythingA-:30-@5.1@13287101505@g2t-9GOHGMQ@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,184174,151,DCM,6.45,75886.0
1556,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|QuestionsEverythingB-:15-@5.1@13287101505@BpxhRpY7Yyg@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,877679,821,DCM,30.72,75886.0
1557,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_HYU_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|QuestionsEverythingB-:15-@5.1@13287101505@naNXlLNAwH8@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,7244596,8780,DCM,253.56,75886.0
1558,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_SFN_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|SantaFeBeefJerky-:15-@1.1@11264552332@fqd1bki6RQI@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,0,1,DCM,0.00,75886.0
1559,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_SFN_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|SantaFeZen-:15-@1.8@11264552332@W1BIBaZLLRY@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,0,3,DCM,0.00,75886.0
1560,Evergreen_ProgVUFTrV2_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_LIF_NAT_NAT_NON,24990929,Canvas Programmatic 2,2021-06-01,DCM,NAT_NAT_SFN_CRP_CRC_HYU_DMT_A2554_NON_CP2_LIF_OPX_NON_BRL_|SantaFeZen-:30-@1.8@11264552332@Gus5pC7unAI@-T1|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,0,1,DCM,0.00,75886.0
1561,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic,2021-06-01,DCM,MTN_ABQ_HYU_CRP_CRC_HYU_RET_P2+++_HSP_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralRetentionClinch-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,10296,69,DCM,0.36,75977.0
1562,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic,2021-06-01,DCM,MTN_ABQ_HYU_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralConquestingClinch-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,48113,193,DCM,1.68,75977.0
1563,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_ELA_CRP_CRC_HYU_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.10@11999645462@LtJoYhdizto@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,2399,3,DCM,0.08,75977.0
1564,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_ELA_CRP_CRC_HYU_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@11999645462@mOC6vm3l#H4@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,322,1,DCM,0.01,75977.0
1565,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_ELA_CRP_CRC_HYU_BHT_P2+++_HSP_CP2_INM_OPX_NON_CPA_|Hyundai-:15-@5.11@11999645462@2fOGkbdr-6w@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,216,2,DCM,0.01,75977.0
1566,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_ELA_CRP_CRC_IMP_BHT_P2+++_HSP_CP2_INM_OPX_NON_CPA_|Conquesting-:15-@5.11@11999295066@2fOGkbdr-6w@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,1339,2,DCM,0.05,75977.0
