,Campaign,Campaign ID,Site (DCM),Month,Platform,Placement,Creative Type,Impressions,Clicks,Publisher,Cost,Estimate code
2861,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Display,34,0,DCM,0.00,76337.0
2862,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,65198,40,DCM,7.17,76337.0
2863,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_3PD_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|3PD-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,2,0,DCM,0.00,76337.0
2864,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_3PD_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|3PD-320x50-NON-T1|_320x50_None_DFR_NON_N_No Button_N_STD,Display,1,0,DCM,0.00,76337.0
2865,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-160x600-Dstillery-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,2124,0,DCM,0.07,76337.0
2866,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-160x600-Dstillery-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,3225,7,DCM,0.35,76337.0
2867,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-300x250-Dstillery-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,4667,0,DCM,0.16,76337.0
2868,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-300x250-Dstillery-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,8811,9,DCM,0.97,76337.0
2869,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-300x600-Dstillery-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Display,2166,0,DCM,0.08,76337.0
2870,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-300x600-Dstillery-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,4044,8,DCM,0.44,76337.0
2871,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-728x90-Dstillery-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Display,13412,0,DCM,0.47,76337.0
2872,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_OLT_BHT_P2+++_NON_CP1_INM_OPX_NON_CPA_|OutSegmentLuxuryTradeUp-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,1,0,DCM,0.00,76337.0
2873,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_OLT_BHT_P2+++_NON_CP1_INM_OPX_NON_CPA_|OutSegmentLuxuryTradeUp-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,1,0,DCM,0.00,76337.0
2874,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,4218,0,DCM,0.15,76337.0
2875,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,2253,4,DCM,0.25,76337.0
2876,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,3509,0,DCM,0.12,76337.0
2877,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,1983,2,DCM,0.22,76337.0
2878,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Display,1839,0,DCM,0.06,76337.0
2879,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,1186,4,DCM,0.13,76337.0
2880,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-320x50-NON-T1|_320x50_None_DFR_NON_N_No Button_N_STD,Display,2938,0,DCM,0.10,76337.0
2881,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Display,4312,0,DCM,0.15,76337.0
2882,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,2306,4,DCM,0.25,76337.0
2883,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,13,0,DCM,0.00,76337.0
2884,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,14975,22,DCM,1.65,76337.0
2885,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,42,0,DCM,0.00,76337.0
2886,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,70463,70,DCM,7.75,76337.0
2887,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Display,10,0,DCM,0.00,76337.0
2888,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,19628,42,DCM,2.16,76337.0
2889,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Display,32,0,DCM,0.00,76337.0
2890,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,50245,43,DCM,5.53,76337.0
2891,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_GEN_BHT_P2+++_NON_CP1_INM_OPX_NON_CPA_|GenesisIntenders-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Display,1,0,DCM,0.00,76337.0
2892,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,12,0,DCM,0.00,76337.0
2893,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,17910,26,DCM,1.97,76337.0
2894,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,58,0,DCM,0.00,76337.0
2895,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,83377,47,DCM,9.17,76337.0
2896,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Display,21,0,DCM,0.00,76337.0
2897,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,24912,24,DCM,2.74,76337.0
2898,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-320x50-NON-T1|_320x50_None_DFR_NON_N_No Button_N_STD,Display,43438,0,DCM,1.52,76337.0
2899,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Display,38,0,DCM,0.00,76337.0
2900,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,74965,48,DCM,8.25,76337.0
2901,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_3PD_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|3PD-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,2,0,DCM,0.00,76337.0
2902,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_IMP_3PD_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|3PD-320x50-NON-T1|_320x50_None_DFR_NON_N_No Button_N_STD,Display,1,0,DCM,0.00,76337.0
2903,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_MCS_BHT_P2+++_NON_CP1_INM_OPX_NON_CPA_|G80CrossShop-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Display,1,0,DCM,0.00,76337.0
2904,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-160x600-Dstillery-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,5356,7,DCM,0.59,76337.0
2905,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-300x250-Dstillery-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,10,0,DCM,0.00,76337.0
2906,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-300x250-Dstillery-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,19821,17,DCM,2.18,76337.0
2907,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-300x600-Dstillery-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Display,2,0,DCM,0.00,76337.0
2908,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-300x600-Dstillery-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,6127,17,DCM,0.67,76337.0
2909,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-320x50-Dstillery-T1|_320x50_None_DFR_NON_N_No Button_N_STD,Display,36365,0,DCM,1.27,76337.0
2910,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-728x90-Dstillery-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Display,10,0,DCM,0.00,76337.0
2911,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_NON_LAL_P2+++_NON_CP1_INM_OPX_NON_CPA_|LALMDstillery-728x90-Dstillery-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,16402,16,DCM,1.80,76337.0
2912,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,2,0,DCM,0.00,76337.0
2913,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,6533,7,DCM,0.72,76337.0
2914,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,9,0,DCM,0.00,76337.0
2915,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,13971,11,DCM,1.54,76337.0
2916,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,3085,9,DCM,0.34,76337.0
2917,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-320x50-NON-T1|_320x50_None_DFR_NON_N_No Button_N_STD,Display,3139,0,DCM,0.11,76337.0
2918,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Display,3,0,DCM,0.00,76337.0
2919,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RMR_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|Remarketing-728x90-NON-T1|_728x90_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,6695,13,DCM,0.74,76337.0
2920,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,7,0,DCM,0.00,76337.0
2921,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,14574,23,DCM,1.60,76337.0
2922,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,39,0,DCM,0.00,76337.0
2923,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G80_CRP_DSP_PQP_RTR_P2+++_NON_CP1_INM_OPX_NON_CPA_|Retargeting-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,70154,81,DCM,7.72,76337.0
